160_E,5,11.0,1.0,0.0,1.0,1.0,2.0,1.0,200001.0,5,7,8,2,6,1,3,4
161_A,23,44.0,12.0,0.0,3.0,12.0,3.0,1.0,0.0,7,8,6,5,2,4,1,3
161_D,5,11.0,1.0,0.0,1.0,1.0,2.0,1.0,50005.0,7,5,8,6,1,2,4,3
161_E,5,11.0,1.0,0.0,1.0,1.0,2.0,1.0,3600000.0,6,7,5,8,1,4,2,3
163_E,5,11.0,1.0,0.0,1.0,1.0,2.0,1.0,1000010.0,5,7,8,6,2,1,3,4
164_B,10,17.0,5.0,0.0,2.0,5.0,2.0,2.0,0.0,6,5,7,8,1,3,2,4
164_C,34,56.0,20.0,0.0,3.0,20.0,3.0,1.0,0.0,7,5,8,6,3,1,2,4
164_D,5,11.0,1.0,0.0,1.0,1.0,2.0,1.0,1020.0,6,5,7,2,8,1,4,3
165_A,105,174.0,60.0,0.0,15.0,60.0,2.0,2.0,0.0,5,7,6,2,8,1,3,4
165_C,41,70.0,20.0,0.0,2.0,20.0,2.0,1.0,0.0,5,7,8,6,2,1,3,4
165_E,18,31.0,9.0,0.0,3.0,9.0,3.0,1.0,0.0,1,7,3,6,5,8,2,4
166_A,25,40.0,13.0,0.0,5.0,13.0,2.0,1.0,0.0,5,7,1,2,8,6,4,3
166_D,5,11.0,1.0,0.0,1.0,1.0,2.0,1.0,100009.0,7,5,2,1,6,8,4,3
167_B,27,44.0,14.0,1.0,5.0,14.0,2.0,2.0,0.0,5,7,6,8,2,1,3,4
169_A,13,22.0,6.0,0.0,3.0,6.0,3.0,1.0,0.0,5,6,7,2,8,4,1,3
16_A,18,29.0,7.0,0.0,5.0,7.0,2.0,2.0,0.0,6,7,5,8,3,1,2,4
16_B,38,63.0,25.0,0.0,4.0,25.0,4.0,1.0,0.0,6,5,7,2,8,1,3,4
16_C,12,19.0,8.0,0.0,2.0,8.0,2.0,1.0,0.0,6,7,5,8,2,1,3,4
1-7,24,39.0,10.0,0.0,5.0,10.0,2.0,2.0,0.0,6,7,5,2,8,3,1,4
171_A,13,22.0,6.0,0.0,2.0,6.0,2.0,1.0,0.0,6,5,7,2,8,1,3,4
172_A,16,29.0,6.0,0.0,2.0,6.0,1.0,2.0,0.0,5,6,7,1,2,8,3,4
173_A,87,145.0,38.0,0.0,15.0,38.0,1.0,1.0,0.0,7,5,6,1,2,8,3,4
173_D,5,11.0,1.0,0.0,1.0,1.0,2.0,1.0,300000.0,7,3,5,6,2,8,4,1
173_E,19,31.0,11.0,0.0,3.0,11.0,3.0,1.0,0.0,7,5,2,6,1,8,4,3
174_A,17,27.0,8.0,1.0,3.0,8.0,3.0,1.0,0.0,5,7,6,8,2,1,4,3
174_B,34,58.0,16.0,0.0,5.0,16.0,5.0,1.0,0.0,7,5,8,2,1,6,4,3
174_C,46,88.0,25.0,0.0,4.0,25.0,2.0,1.0,0.0,5,7,8,6,2,1,4,3
175_A,49,85.0,21.0,0.0,8.0,21.0,2.0,2.0,0.0,7,5,8,6,2,3,4,1
175_B,22,46.0,10.0,0.0,5.0,10.0,2.0,2.0,0.0,7,5,8,1,6,2,3,4
175_E,82,134.0,46.0,10.0,3.0,46.0,3.0,3.0,0.0,7,5,8,6,1,2,4,3
177_D1,49,78.0,26.0,0.0,7.0,26.0,2.0,1.0,0.0,7,5,8,1,6,2,3,4
177_D2,49,78.0,26.0,0.0,7.0,26.0,2.0,1.0,0.0,5,7,6,8,2,1,4,3
177_E1,22,36.0,13.0,0.0,3.0,13.0,3.0,2.0,0.0,7,8,2,6,1,3,4,5
177_E2,39,61.0,19.0,1.0,5.0,19.0,5.0,1.0,0.0,7,6,8,1,5,2,3,4
177_G1,5,11.0,1.0,0.0,1.0,1.0,2.0,1.0,27.0,7,6,8,5,1,2,3,4
178_A1,12,19.0,5.0,0.0,3.0,5.0,3.0,2.0,0.0,7,8,6,5,2,1,3,4
178_A2,15,25.0,6.0,0.0,4.0,6.0,4.0,2.0,0.0,6,7,8,2,1,5,3,4
178_A3,11,17.0,5.0,0.0,2.0,5.0,2.0,2.0,0.0,7,6,2,5,8,1,3,4
178_C1,16,26.0,8.0,0.0,4.0,8.0,4.0,2.0,0.0,7,8,6,5,2,1,3,4
178_C3,5,11.0,1.0,0.0,1.0,1.0,2.0,1.0,250000.0,7,6,1,3,2,4,8,5
